Threshold,TP,FP,TN,FN,Recall,Precision,F1-Score,Sn,FPR,Acc
0.0,2079,149165,0,0,1.0,0.013745999841316019,0.02711921890388265,0.0,1.0,0.013745999841316019
0.05,2035,17339,131826,44,0.9788359788359788,0.1050376793640962,0.18971705588961918,0.8837595950792746,0.1162404049207254,0.8850665150353072
0.1,1999,11063,138102,80,0.9615199615199616,0.15303935078854694,0.2640512515685886,0.9258338081989743,0.07416619180102568,0.9263243500568618
0.15000000000000002,1960,8672,140493,119,0.9427609427609428,0.18434913468773514,0.30839430414601526,0.9418630375758389,0.05813696242416111,0.9418753801803708
0.2,1928,7162,142003,151,0.9273689273689274,0.2121012101210121,0.34524129286417765,0.9519860557101196,0.04801394428988037,0.951647668667848
0.25,1909,6162,143003,170,0.9182299182299183,0.23652583323008303,0.3761576354679803,0.958690041229511,0.04130995877048904,0.9581338763851789
0.30000000000000004,1877,5370,143795,202,0.9028379028379029,0.25900372567959157,0.4025305597254986,0.9639995977608689,0.036000402239131146,0.9631588691121631
0.35000000000000003,1847,4770,144395,232,0.8884078884078884,0.27912951488589993,0.42479300827966876,0.9680219890725036,0.031978010927496414,0.9669276136574013
0.4,1819,4195,144970,260,0.8749398749398749,0.30246092450947787,0.4495242802421846,0.9718767807461536,0.02812321925384642,0.9705442860543229
0.45,1778,3697,145468,301,0.8552188552188552,0.3247488584474886,0.4707439767010855,0.9752153655348105,0.024784634465189526,0.9735658935230489
0.5,1739,3282,145883,340,0.8364598364598365,0.3463453495319657,0.4898591549295775,0.9779975195253579,0.02200248047464215,0.9760519425563989
0.55,1705,2874,146291,374,0.8201058201058201,0.37235204193055255,0.5121658155602283,0.9807327456172694,0.01926725438273058,0.978524767924678
0.6000000000000001,1669,2481,146684,410,0.8027898027898028,0.4021686746987952,0.5358805586771553,0.9833674119263902,0.01663258807360979,0.9808851921398535
0.65,1608,2161,147004,471,0.7734487734487735,0.4266383656142213,0.5499316005471957,0.9855126872925954,0.014487312707404554,0.9825976567665494
0.7000000000000001,1204,1735,147430,875,0.5791245791245792,0.40966315073154136,0.4798724591470706,0.9883685851238562,0.01163141487614383,0.9827431170823305
0.75,1087,1420,147745,992,0.5228475228475229,0.433585959313921,0.474051460968164,0.9904803405624644,0.009519659437535632,0.9840522599243606
0.8,972,1111,148054,1107,0.4675324675324675,0.4666346615458473,0.46708313310908217,0.9925518720879563,0.007448127912043745,0.9853349554362487
0.8500000000000001,812,849,148316,1267,0.39057239057239057,0.48886213124623723,0.43422459893048126,0.9943083162940368,0.00569168370596318,0.9860093623548702
0.9,681,565,148600,1398,0.32756132756132755,0.5465489566613162,0.4096240601503759,0.996212248181544,0.003787751818456031,0.9870209727328026
0.9500000000000001,452,274,148891,1627,0.21741221741221742,0.6225895316804407,0.3222816399286988,0.9981631079676868,0.0018368920323131865,0.987430906350004
1.0,0,0,149165,2079,0.0,,,1.0,0.0,0.986254000158684
